participation,task,trial,stim1_name,stim2_name,stim3_name,choice,response_time,catch_trial_flag,token,survey_code
archaic-sawfly,set5,0,234,66,147,66,6.612,False,x60,9696.0
archaic-sawfly,set5,1,81,219,165,81,6.299,False,x60,9696.0
archaic-sawfly,set5,2,204,198,151,151,5.472,False,x60,9696.0
archaic-sawfly,set5,3,136,105,27,105,6.508,False,x60,9696.0
archaic-sawfly,set5,4,240,28,246,28,4.613,False,x60,9696.0
archaic-sawfly,set5,5,237,140,236,236,5.063,False,x60,9696.0
archaic-sawfly,set5,6,161,225,143,161,4.496,False,x60,9696.0
archaic-sawfly,set5,7,158,139,94,139,4.892,False,x60,9696.0
archaic-sawfly,set5,8,194,59,12,12,8.915,False,x60,9696.0
archaic-sawfly,set5,9,33,156,93,93,7.844,False,x60,9696.0
archaic-sawfly,set5,10,216,77,5,5,10.465,False,x60,9696.0
archaic-sawfly,set5,11,211,204,228,228,4.107,False,x60,9696.0
archaic-sawfly,set5,12,128,221,152,128,4.558,False,x60,9696.0
archaic-sawfly,set5,13,88,145,120,88,2.585,False,x60,9696.0
archaic-sawfly,set5,14,112,164,15,15,4.797,False,x60,9696.0
archaic-sawfly,set5,15,107,70,195,70,3.701,False,x60,9696.0
archaic-sawfly,set5,16,210,2,34,210,4.635,False,x60,9696.0
archaic-sawfly,set5,17,149,54,189,149,9.435,False,x60,9696.0
archaic-sawfly,set5,18,97,162,115,162,3.52,False,x60,9696.0
archaic-sawfly,set5,19,112,77,77,112,2.504,False,x60,9696.0
archaic-sawfly,set5,20,136,245,46,245,5.857,False,x60,9696.0
archaic-sawfly,set6,0,224,148,52,148,4.922,False,x60,9696.0
archaic-sawfly,set6,1,218,62,207,218,3.448,False,x60,9696.0
archaic-sawfly,set6,2,122,243,22,243,3.315,False,x60,9696.0
archaic-sawfly,set6,3,241,99,221,221,9.335,False,x60,9696.0
archaic-sawfly,set6,4,168,17,86,168,3.35,False,x60,9696.0
archaic-sawfly,set6,5,232,35,231,35,5.469,False,x60,9696.0
archaic-sawfly,set6,6,88,85,191,191,5.697,False,x60,9696.0
archaic-sawfly,set6,7,8,81,75,75,4.123,False,x60,9696.0
archaic-sawfly,set6,8,217,164,22,22,6.607,False,x60,9696.0
archaic-sawfly,set6,9,86,84,86,84,3.013,False,x60,9696.0
archaic-sawfly,set6,10,244,213,55,244,4.041,False,x60,9696.0
archaic-sawfly,set6,11,224,84,47,47,3.206,False,x60,9696.0
archaic-sawfly,set6,12,65,41,184,184,3.218,False,x60,9696.0
archaic-sawfly,set6,13,243,140,134,140,10.861,False,x60,9696.0
archaic-sawfly,set6,14,240,73,42,240,5.633,False,x60,9696.0
archaic-sawfly,set6,15,186,82,62,62,3.768,False,x60,9696.0
archaic-sawfly,set6,16,82,140,223,223,3.797,False,x60,9696.0
archaic-sawfly,set6,17,66,172,228,66,4.883,False,x60,9696.0
archaic-sawfly,set6,18,65,138,189,138,4.475,False,x60,9696.0
archaic-sawfly,set6,19,88,226,83,226,9.243,False,x60,9696.0
archaic-sawfly,set6,20,131,190,158,190,3.343,False,x60,9696.0
archaic-sawfly,set7,0,218,179,77,218,6.525,False,x60,9696.0
archaic-sawfly,set7,1,241,245,7,245,5.148,False,x60,9696.0
archaic-sawfly,set7,2,8,58,139,139,7.588,False,x60,9696.0
archaic-sawfly,set7,3,31,245,23,31,4.05,False,x60,9696.0
archaic-sawfly,set7,4,67,87,47,87,5.578,False,x60,9696.0
archaic-sawfly,set7,5,123,173,15,15,3.52,False,x60,9696.0
archaic-sawfly,set7,6,8,129,231,8,3.671,False,x60,9696.0
archaic-sawfly,set7,7,107,69,13,107,4.391,False,x60,9696.0
archaic-sawfly,set7,8,24,33,211,24,3.383,False,x60,9696.0
archaic-sawfly,set7,9,80,123,126,80,4.933,False,x60,9696.0
archaic-sawfly,set7,10,240,228,135,135,4.782,False,x60,9696.0
archaic-sawfly,set7,11,216,181,150,181,12.403,False,x60,9696.0
archaic-sawfly,set7,12,231,80,231,80,2.909,False,x60,9696.0
archaic-sawfly,set7,13,240,19,246,19,4.082,False,x60,9696.0
archaic-sawfly,set7,14,40,68,134,68,4.354,False,x60,9696.0
archaic-sawfly,set7,15,200,2,82,200,4.379,False,x60,9696.0
archaic-sawfly,set7,16,168,121,63,63,4.846,False,x60,9696.0
archaic-sawfly,set7,17,8,50,230,50,3.193,False,x60,9696.0
archaic-sawfly,set7,18,162,76,45,76,2.755,False,x60,9696.0
archaic-sawfly,set7,19,98,139,78,78,4.474,False,x60,9696.0
archaic-sawfly,set7,20,127,133,7,133,5.71,False,x60,9696.0
archaic-sawfly,set7,21,127,133,7,133,6.361,False,x60,9696.0
archaic-sawfly,set8,0,192,225,151,192,3.545,False,x60,9696.0
archaic-sawfly,set8,1,228,77,78,228,3.81,False,x60,9696.0
archaic-sawfly,set8,2,43,237,235,43,5.057,False,x60,9696.0
archaic-sawfly,set8,3,121,130,51,51,4.146,False,x60,9696.0
archaic-sawfly,set8,4,233,43,199,43,4.338,False,x60,9696.0
archaic-sawfly,set8,5,208,75,62,208,3.135,False,x60,9696.0
archaic-sawfly,set8,6,139,236,78,139,4.093,False,x60,9696.0
archaic-sawfly,set8,7,0,9,97,9,6.444,False,x60,9696.0
archaic-sawfly,set8,8,192,102,78,192,6.985,False,x60,9696.0
archaic-sawfly,set8,9,225,187,225,187,3.012,False,x60,9696.0
archaic-sawfly,set8,10,25,106,149,25,2.709,False,x60,9696.0
archaic-sawfly,set8,11,170,182,94,182,6.929,False,x60,9696.0
archaic-sawfly,set8,12,210,213,159,213,4.793,False,x60,9696.0
archaic-sawfly,set8,13,16,170,180,170,7.633,False,x60,9696.0
archaic-sawfly,set8,14,192,27,100,192,3.535,False,x60,9696.0
archaic-sawfly,set8,15,56,173,184,184,7.711,False,x60,9696.0
archaic-sawfly,set8,16,56,83,158,158,4.035,False,x60,9696.0
archaic-sawfly,set8,17,193,186,194,194,3.631,False,x60,9696.0
archaic-sawfly,set8,18,0,177,181,181,3.215,False,x60,9696.0
archaic-sawfly,set8,19,216,187,238,187,7.239,False,x60,9696.0
archaic-sawfly,set8,20,152,65,177,152,4.394,False,x60,9696.0
archaic-sawfly,set8,21,152,65,177,152,5.183,False,x60,9696.0
archaic-sawfly,set9,0,180,67,92,180,3.638,False,x60,9696.0
archaic-sawfly,set9,1,140,68,61,68,2.883,False,x60,9696.0
archaic-sawfly,set9,2,8,224,40,224,3.985,False,x60,9696.0
archaic-sawfly,set9,3,96,19,30,19,3.069,False,x60,9696.0
archaic-sawfly,set9,4,197,186,173,197,3.267,False,x60,9696.0
archaic-sawfly,set9,5,82,234,85,82,4.009,False,x60,9696.0
archaic-sawfly,set9,6,51,139,117,117,4.274,False,x60,9696.0
archaic-sawfly,set9,7,129,87,47,87,2.836,False,x60,9696.0
archaic-sawfly,set9,8,177,75,214,177,7.394,False,x60,9696.0
archaic-sawfly,set9,9,141,94,47,94,8.817,False,x60,9696.0
archaic-sawfly,set9,10,73,43,239,73,6.481,False,x60,9696.0
archaic-sawfly,set9,11,192,17,202,192,3.419,False,x60,9696.0
archaic-sawfly,set9,12,164,165,62,62,4.427,False,x60,9696.0
archaic-sawfly,set9,13,97,34,193,97,4.153,False,x60,9696.0
archaic-sawfly,set9,14,53,158,238,53,3.542,False,x60,9696.0
archaic-sawfly,set9,15,36,197,71,197,5.33,False,x60,9696.0
archaic-sawfly,set9,16,217,5,102,5,5.518,False,x60,9696.0
archaic-sawfly,set9,17,144,50,206,50,3.284,False,x60,9696.0
archaic-sawfly,set9,18,17,239,239,17,2.756,False,x60,9696.0
archaic-sawfly,set9,19,209,170,158,209,4.522,False,x60,9696.0
archaic-sawfly,set9,20,130,171,141,141,3.205,False,x60,9696.0
archaic-sawfly,set9,21,130,171,141,141,3.887,False,x60,9696.0
archaic-sawfly,set10,0,224,202,194,202,31.435,False,x60,9696.0
archaic-sawfly,set10,1,210,19,62,210,3.012,False,x60,9696.0
archaic-sawfly,set10,2,80,130,136,130,2.425,False,x60,9696.0
archaic-sawfly,set10,3,162,190,143,190,3.621,False,x60,9696.0
archaic-sawfly,set10,4,122,83,94,83,3.83,False,x60,9696.0
archaic-sawfly,set10,5,160,193,195,160,21.852,False,x60,9696.0
archaic-sawfly,set10,6,154,237,6,154,5.737,False,x60,9696.0
archaic-sawfly,set10,7,102,78,119,78,3.81,False,x60,9696.0
archaic-sawfly,set10,8,59,179,246,179,6.292,False,x60,9696.0
archaic-sawfly,set10,9,59,179,246,179,6.847,False,x60,9696.0
archaic-sawfly,set10,10,17,29,231,29,6.158,False,x60,9696.0
archaic-sawfly,set10,11,113,158,95,95,8.111,False,x60,9696.0
archaic-sawfly,set10,12,226,230,143,226,3.027,False,x60,9696.0
archaic-sawfly,set10,13,247,43,191,247,22.768,False,x60,9696.0
archaic-sawfly,set10,14,154,171,156,156,3.278,False,x60,9696.0
archaic-sawfly,set10,15,150,155,150,155,2.543,False,x60,9696.0
archaic-sawfly,set10,16,105,172,15,15,3.598,False,x60,9696.0
archaic-sawfly,set10,17,67,204,206,206,3.623,False,x60,9696.0
archaic-sawfly,set10,18,168,155,150,168,3.509,False,x60,9696.0
archaic-sawfly,set10,19,60,246,247,247,3.754,False,x60,9696.0
archaic-sawfly,set10,20,16,248,31,248,2.438,False,x60,9696.0
archaic-sawfly,set10,21,16,248,31,248,2.888,False,x60,9696.0
archaic-sawfly,set11,0,202,122,21,122,7.24,False,x60,9696.0
archaic-sawfly,set11,1,249,99,23,99,3.204,False,x60,9696.0
archaic-sawfly,set11,2,51,76,76,51,2.706,False,x60,9696.0
archaic-sawfly,set11,3,72,18,156,156,2.842,False,x60,9696.0
archaic-sawfly,set11,4,248,98,109,98,5.93,False,x60,9696.0
archaic-sawfly,set11,5,48,104,239,48,3.92,False,x60,9696.0
archaic-sawfly,set11,6,193,227,94,193,2.715,False,x60,9696.0
archaic-sawfly,set11,7,104,10,158,158,6.466,False,x60,9696.0
archaic-sawfly,set11,8,202,124,29,29,3.404,False,x60,9696.0
archaic-sawfly,set11,9,17,194,206,194,2.828,False,x60,9696.0
archaic-sawfly,set11,10,193,67,229,67,3.216,False,x60,9696.0
archaic-sawfly,set11,11,59,76,157,76,3.432,False,x60,9696.0
archaic-sawfly,set11,12,195,100,175,195,3.954,False,x60,9696.0
archaic-sawfly,set11,13,19,124,7,19,4.394,False,x60,9696.0
archaic-sawfly,set11,14,16,86,119,119,2.682,False,x60,9696.0
archaic-sawfly,set11,15,64,157,151,151,2.956,False,x60,9696.0
archaic-sawfly,set11,16,89,51,222,51,2.24,False,x60,9696.0
archaic-sawfly,set11,17,219,86,247,219,4.321,False,x60,9696.0
archaic-sawfly,set11,18,194,91,30,91,3.116,False,x60,9696.0
archaic-sawfly,set11,19,16,74,247,74,4.251,False,x60,9696.0
archaic-sawfly,set11,20,98,123,138,138,3.168,False,x60,9696.0
botanic-werewolf,set1,0,192,192,76,76,8.395,False,x61,9634.0
botanic-werewolf,set1,1,145,149,119,145,10.299,False,x61,9634.0
botanic-werewolf,set1,2,25,163,165,25,11.165,False,x61,9634.0
botanic-werewolf,set1,3,192,240,239,192,11.767,False,x61,9634.0
botanic-werewolf,set1,4,178,109,62,109,11.016,False,x61,9634.0
botanic-werewolf,set1,5,72,221,150,72,9.12,False,x61,9634.0
botanic-werewolf,set1,6,185,75,93,93,8.996,False,x61,9634.0
botanic-werewolf,set1,7,197,89,61,89,5.498,False,x61,9634.0
botanic-werewolf,set1,8,231,173,55,55,9.721,False,x61,9634.0
botanic-werewolf,set1,9,177,91,116,91,23.345,False,x61,9634.0
botanic-werewolf,set1,10,248,214,87,87,8.367,False,x61,9634.0
botanic-werewolf,set1,11,32,210,184,32,5.449,False,x61,9634.0
botanic-werewolf,set1,12,152,97,175,152,10.049,False,x61,9634.0
botanic-werewolf,set1,13,207,189,63,189,5.053,False,x61,9634.0
botanic-werewolf,set1,14,172,76,53,76,4.046,False,x61,9634.0
botanic-werewolf,set1,15,65,170,143,65,11.169,False,x61,9634.0
botanic-werewolf,set1,16,72,202,68,202,5.616,False,x61,9634.0
botanic-werewolf,set1,17,96,194,147,194,4.245,False,x61,9634.0
botanic-werewolf,set1,18,132,190,150,190,11.57,False,x61,9634.0
botanic-werewolf,set1,19,138,173,223,223,11.978,False,x61,9634.0
botanic-werewolf,set1,20,43,108,87,87,4.651,False,x61,9634.0
botanic-werewolf,set2,0,96,49,135,135,5.255,False,x61,9634.0
botanic-werewolf,set2,1,32,9,41,32,4.336,False,x61,9634.0
botanic-werewolf,set2,2,2,20,237,237,2.861,False,x61,9634.0
botanic-werewolf,set2,3,186,163,219,186,6.248,False,x61,9634.0
botanic-werewolf,set2,4,97,196,199,199,8.899,False,x61,9634.0
botanic-werewolf,set2,5,81,76,30,76,9.533,False,x61,9634.0
botanic-werewolf,set2,6,84,133,92,133,7.386,False,x61,9634.0
botanic-werewolf,set2,7,144,73,44,73,10.611,False,x61,9634.0
botanic-werewolf,set2,8,162,50,21,21,6.617,False,x61,9634.0
botanic-werewolf,set2,9,134,94,23,94,2.816,False,x61,9634.0
botanic-werewolf,set2,10,208,153,178,208,5.299,False,x61,9634.0
botanic-werewolf,set2,11,80,102,95,102,8.431,False,x61,9634.0
botanic-werewolf,set2,12,88,66,110,88,5.249,False,x61,9634.0
botanic-werewolf,set2,13,130,45,86,86,4.016,False,x61,9634.0
botanic-werewolf,set2,14,8,177,214,214,4.355,False,x61,9634.0
botanic-werewolf,set2,15,25,172,244,25,3.099,False,x61,9634.0
botanic-werewolf,set2,16,232,12,61,61,4.794,False,x61,9634.0
botanic-werewolf,set2,17,241,220,14,241,7.397,False,x61,9634.0
botanic-werewolf,set2,18,32,95,32,95,2.999,False,x61,9634.0
botanic-werewolf,set2,19,1,228,15,15,8.015,False,x61,9634.0
botanic-werewolf,set2,20,94,30,247,94,3.766,False,x61,9634.0
botanic-werewolf,set3,0,241,83,228,241,4.172,False,x61,9634.0
botanic-werewolf,set3,1,74,123,236,74,14.482,False,x61,9634.0
botanic-werewolf,set3,2,163,77,102,102,10.204,False,x61,9634.0
botanic-werewolf,set3,3,145,13,54,13,2.859,False,x61,9634.0
botanic-werewolf,set3,4,72,240,14,72,3.985,False,x61,9634.0
botanic-werewolf,set3,5,50,235,157,157,6.121,False,x61,9634.0
botanic-werewolf,set3,6,17,210,3,3,8.642,False,x61,9634.0
botanic-werewolf,set3,7,89,27,103,89,12.315,False,x61,9634.0
botanic-werewolf,set3,8,108,12,54,54,2.515,False,x61,9634.0
botanic-werewolf,set3,9,49,4,246,4,3.868,False,x61,9634.0
botanic-werewolf,set3,10,153,191,47,47,8.736,False,x61,9634.0
botanic-werewolf,set3,11,140,155,100,140,22.011,False,x61,9634.0
botanic-werewolf,set3,12,193,243,141,193,4.349,False,x61,9634.0
botanic-werewolf,set3,13,24,37,78,78,12.787,False,x61,9634.0
botanic-werewolf,set3,14,12,27,12,27,2.694,False,x61,9634.0
botanic-werewolf,set3,15,66,219,78,219,6.666,False,x61,9634.0
botanic-werewolf,set3,16,196,132,214,214,5.731,False,x61,9634.0
botanic-werewolf,set3,17,209,85,134,85,5.349,False,x61,9634.0
botanic-werewolf,set3,18,112,65,198,198,4.599,False,x61,9634.0
botanic-werewolf,set3,19,200,171,85,171,11.883,False,x61,9634.0
botanic-werewolf,set3,20,105,180,103,103,3.268,False,x61,9634.0
botanic-werewolf,set4,0,32,25,60,32,19.863,False,x61,9634.0
botanic-werewolf,set4,1,0,80,135,135,7.385,False,x61,9634.0
botanic-werewolf,set4,2,152,138,69,69,8.181,False,x61,9634.0
botanic-werewolf,set4,3,66,231,63,63,5.332,False,x61,9634.0
botanic-werewolf,set4,4,46,6,183,6,4.266,False,x61,9634.0
botanic-werewolf,set4,5,162,143,162,143,2.715,False,x61,9634.0
botanic-werewolf,set4,6,207,60,119,119,5.5,False,x61,9634.0
botanic-werewolf,set4,7,83,156,30,156,10.931,False,x61,9634.0
botanic-werewolf,set4,8,244,142,119,142,9.317,False,x61,9634.0
botanic-werewolf,set4,9,25,178,181,181,2.381,False,x61,9634.0
botanic-werewolf,set4,10,88,169,96,169,8.998,False,x61,9634.0
botanic-werewolf,set4,11,169,115,222,115,4.314,False,x61,9634.0
botanic-werewolf,set4,12,208,209,148,209,15.232,False,x61,9634.0
botanic-werewolf,set4,13,72,73,100,72,3.465,False,x61,9634.0
botanic-werewolf,set4,14,109,150,63,109,4.204,False,x61,9634.0
botanic-werewolf,set4,15,96,27,238,27,4.296,False,x61,9634.0
botanic-werewolf,set4,16,160,245,77,245,7.901,False,x61,9634.0
botanic-werewolf,set4,17,72,124,246,246,6.631,False,x61,9634.0
botanic-werewolf,set4,18,241,234,143,143,7.17,False,x61,9634.0
botanic-werewolf,set4,19,66,118,238,118,9.097,False,x61,9634.0
botanic-werewolf,set4,20,162,3,166,162,5.583,False,x61,9634.0
botanic-werewolf,set5,0,81,100,241,81,7.269,False,x61,9634.0
botanic-werewolf,set5,1,186,187,127,187,4.999,False,x61,9634.0
botanic-werewolf,set5,2,66,196,28,28,3.765,False,x61,9634.0
botanic-werewolf,set5,3,96,209,76,209,40.037,False,x61,9634.0
botanic-werewolf,set5,4,156,29,157,29,16.031,False,x61,9634.0
botanic-werewolf,set5,5,227,204,111,111,9.032,False,x61,9634.0
botanic-werewolf,set5,6,129,203,31,31,3.364,False,x61,9634.0
botanic-werewolf,set5,7,196,63,47,196,49.138,False,x61,9634.0
botanic-werewolf,set5,8,216,44,47,216,3.848,False,x61,9634.0
botanic-werewolf,set5,9,123,194,19,194,3.068,False,x61,9634.0
botanic-werewolf,set5,10,201,155,69,155,6.949,False,x61,9634.0
botanic-werewolf,set5,11,28,44,44,28,2.664,False,x61,9634.0
botanic-werewolf,set5,12,40,176,39,176,10.988,False,x61,9634.0
botanic-werewolf,set5,13,65,162,91,91,6.968,False,x61,9634.0
botanic-werewolf,set5,14,28,14,159,14,6.33,False,x61,9634.0
botanic-werewolf,set5,15,147,132,125,125,4.266,False,x61,9634.0
botanic-werewolf,set5,16,56,61,160,61,17.082,False,x61,9634.0
botanic-werewolf,set5,17,73,114,83,83,5.266,False,x61,9634.0
botanic-werewolf,set5,18,91,246,159,91,2.614,False,x61,9634.0
botanic-werewolf,set5,19,217,178,45,45,9.449,False,x61,9634.0
botanic-werewolf,set5,20,128,75,46,128,11.565,False,x61,9634.0
botanic-werewolf,set6,0,225,162,21,162,5.126,False,x61,9634.0
botanic-werewolf,set6,1,110,40,110,40,4.135,False,x61,9634.0
botanic-werewolf,set6,2,1,147,110,147,3.445,False,x61,9634.0
botanic-werewolf,set6,3,26,195,110,195,3.432,False,x61,9634.0
botanic-werewolf,set6,4,240,248,159,248,3.715,False,x61,9634.0
botanic-werewolf,set6,5,234,107,53,107,3.331,False,x61,9634.0
botanic-werewolf,set6,6,9,203,249,249,2.384,False,x61,9634.0
botanic-werewolf,set6,7,72,42,21,72,2.881,False,x61,9634.0
botanic-werewolf,set6,8,210,130,123,210,2.665,False,x61,9634.0
botanic-werewolf,set6,9,146,165,246,246,2.485,False,x61,9634.0
botanic-werewolf,set6,10,201,66,23,66,3.281,False,x61,9634.0
botanic-werewolf,set6,11,131,174,238,238,14.914,False,x61,9634.0
botanic-werewolf,set6,12,237,229,174,174,6.214,False,x61,9634.0
botanic-werewolf,set6,13,64,41,168,41,4.887,False,x61,9634.0
botanic-werewolf,set6,14,1,194,171,171,5.009,False,x61,9634.0
botanic-werewolf,set6,15,178,11,126,178,244.703,False,x61,9634.0
botanic-werewolf,set6,16,40,202,178,40,4.114,False,x61,9634.0
botanic-werewolf,set6,17,104,241,11,241,2.882,False,x61,9634.0
botanic-werewolf,set6,18,97,202,189,202,2.802,False,x61,9634.0
botanic-werewolf,set6,19,112,189,70,70,3.379,False,x61,9634.0
botanic-werewolf,set6,20,220,76,174,76,5.453,False,x61,9634.0
botanic-werewolf,set7,0,9,186,151,151,21.416,False,x61,9634.0
botanic-werewolf,set7,1,122,133,87,87,3.92,False,x61,9634.0
botanic-werewolf,set7,2,49,148,151,148,4.362,False,x61,9634.0
botanic-werewolf,set7,3,136,36,101,136,2.482,False,x61,9634.0
botanic-werewolf,set7,4,73,66,195,195,2.432,False,x61,9634.0
botanic-werewolf,set7,5,152,153,115,115,4.333,False,x61,9634.0
botanic-werewolf,set7,6,96,12,190,96,3.314,False,x61,9634.0
botanic-werewolf,set7,7,228,164,109,228,7.182,False,x61,9634.0
botanic-werewolf,set7,8,208,211,37,208,3.096,False,x61,9634.0
botanic-werewolf,set7,9,128,210,147,128,2.752,False,x61,9634.0
botanic-werewolf,set7,10,161,163,101,101,3.133,False,x61,9634.0
botanic-werewolf,set7,11,90,125,94,125,2.622,False,x61,9634.0
botanic-werewolf,set7,12,98,243,110,98,3.876,False,x61,9634.0
botanic-werewolf,set7,13,190,106,190,106,2.416,False,x61,9634.0
botanic-werewolf,set7,14,115,83,133,83,3.734,False,x61,9634.0
botanic-werewolf,set7,15,153,149,126,153,6.748,False,x61,9634.0
botanic-werewolf,set7,16,45,142,71,142,4.298,False,x61,9634.0
botanic-werewolf,set7,17,138,75,15,15,3.172,False,x61,9634.0
botanic-werewolf,set7,18,242,125,231,125,4.176,False,x61,9634.0
botanic-werewolf,set7,19,106,12,159,12,3.749,False,x61,9634.0
botanic-werewolf,set7,20,17,231,103,103,2.988,False,x61,9634.0
botanic-werewolf,set8,0,82,205,215,82,14.274,False,x61,9634.0
botanic-werewolf,set8,1,121,229,159,121,3.932,False,x61,9634.0
botanic-werewolf,set8,2,176,245,70,245,23.97,False,x61,9634.0
botanic-werewolf,set8,3,34,66,166,34,4.494,False,x61,9634.0
botanic-werewolf,set8,4,147,212,102,147,2.604,False,x61,9634.0
botanic-werewolf,set8,5,181,126,7,181,3.066,False,x61,9634.0
botanic-werewolf,set8,6,169,181,119,181,4.295,False,x61,9634.0
botanic-werewolf,set8,7,64,104,6,6,3.017,False,x61,9634.0
botanic-werewolf,set8,8,243,62,39,62,3.665,False,x61,9634.0
botanic-werewolf,set8,9,152,180,167,152,2.799,False,x61,9634.0
botanic-werewolf,set8,10,88,57,154,88,74.833,False,x61,9634.0
botanic-werewolf,set8,11,209,99,175,209,3.603,False,x61,9634.0
botanic-werewolf,set8,12,204,180,15,180,21.945,False,x61,9634.0
botanic-werewolf,set8,13,176,106,60,106,6.031,False,x61,9634.0
botanic-werewolf,set8,14,34,100,126,100,4.216,False,x61,9634.0
botanic-werewolf,set8,15,112,6,215,6,3.316,False,x61,9634.0
botanic-werewolf,set8,16,105,76,14,76,4.815,False,x61,9634.0
botanic-werewolf,set8,17,179,44,237,237,4.649,False,x61,9634.0
botanic-werewolf,set8,18,152,162,79,152,3.149,False,x61,9634.0
botanic-werewolf,set8,19,181,179,181,179,2.398,False,x61,9634.0
botanic-werewolf,set8,20,192,89,122,89,5.117,False,x61,9634.0
botanic-werewolf,set9,0,202,162,101,202,2.835,False,x61,9634.0
botanic-werewolf,set9,1,120,169,15,120,3.126,False,x61,9634.0
botanic-werewolf,set9,2,60,69,63,69,7.82,False,x61,9634.0
botanic-werewolf,set9,3,8,56,246,8,7.448,False,x61,9634.0
botanic-werewolf,set9,4,40,27,182,182,6.028,False,x61,9634.0
botanic-werewolf,set9,5,176,68,62,68,3.568,False,x61,9634.0
botanic-werewolf,set9,6,74,12,111,74,6.498,False,x61,9634.0
botanic-werewolf,set9,7,113,187,118,187,7.966,False,x61,9634.0
botanic-werewolf,set9,8,194,114,43,194,4.216,False,x61,9634.0
botanic-werewolf,set9,9,8,148,12,148,11.065,False,x61,9634.0
botanic-werewolf,set9,10,70,6,191,6,4.532,False,x61,9634.0
botanic-werewolf,set9,11,190,46,79,79,3.866,False,x61,9634.0
botanic-werewolf,set9,12,82,214,134,214,3.215,False,x61,9634.0
botanic-werewolf,set9,13,192,211,220,192,3.566,False,x61,9634.0
botanic-werewolf,set9,14,121,154,223,121,3.783,False,x61,9634.0
botanic-werewolf,set9,15,130,20,125,20,4.182,False,x61,9634.0
botanic-werewolf,set9,16,144,248,199,248,4.35,False,x61,9634.0
botanic-werewolf,set9,17,127,238,63,238,5.086,False,x61,9634.0
botanic-werewolf,set9,18,226,3,85,85,7.165,False,x61,9634.0
botanic-werewolf,set9,19,56,56,246,246,2.484,False,x61,9634.0
botanic-werewolf,set9,20,0,201,180,0,2.96,False,x61,9634.0
botanic-werewolf,set10,0,64,145,126,145,2.928,False,x61,9634.0
botanic-werewolf,set10,1,215,228,143,143,7.116,False,x61,9634.0
botanic-werewolf,set10,2,25,214,7,214,2.381,False,x61,9634.0
botanic-werewolf,set10,3,178,115,37,115,3.5,False,x61,9634.0
botanic-werewolf,set10,4,152,82,98,152,2.365,False,x61,9634.0
botanic-werewolf,set10,5,186,83,92,83,2.749,False,x61,9634.0
botanic-werewolf,set10,6,224,241,66,241,4.432,False,x61,9634.0
botanic-werewolf,set10,7,72,203,12,72,2.781,False,x61,9634.0
botanic-werewolf,set10,8,176,10,68,10,4.831,False,x61,9634.0
botanic-werewolf,set10,9,195,38,211,38,8.282,False,x61,9634.0
botanic-werewolf,set10,10,168,191,135,168,3.116,False,x61,9634.0
botanic-werewolf,set10,11,194,178,182,182,5.95,False,x61,9634.0
botanic-werewolf,set10,12,146,230,87,146,2.971,False,x61,9634.0
botanic-werewolf,set10,13,87,195,195,87,2.466,False,x61,9634.0
botanic-werewolf,set10,14,80,96,205,205,10.881,False,x61,9634.0
botanic-werewolf,set10,15,145,195,71,195,8.062,False,x61,9634.0
botanic-werewolf,set10,16,115,36,213,115,3.27,False,x61,9634.0
botanic-werewolf,set10,17,169,195,220,220,2.679,False,x61,9634.0
botanic-werewolf,set10,18,178,26,23,23,4.665,False,x61,9634.0
botanic-werewolf,set10,19,54,106,6,6,6.037,False,x61,9634.0
botanic-werewolf,set10,20,42,236,159,159,5.227,False,x61,9634.0
botanic-werewolf,set11,0,58,83,197,197,17.132,False,x61,9634.0
botanic-werewolf,set11,1,169,133,47,133,2.931,False,x61,9634.0
botanic-werewolf,set11,2,180,100,228,100,3.865,False,x61,9634.0
botanic-werewolf,set11,3,215,234,111,234,9.97,False,x61,9634.0
botanic-werewolf,set11,4,16,145,67,145,6.677,False,x61,9634.0
botanic-werewolf,set11,5,91,83,45,91,4.854,False,x61,9634.0
botanic-werewolf,set11,6,138,199,87,87,14.878,False,x61,9634.0
botanic-werewolf,set11,7,233,66,43,66,6.22,False,x61,9634.0
botanic-werewolf,set11,8,56,31,7,7,11.761,False,x61,9634.0
botanic-werewolf,set11,9,153,178,155,178,5.515,False,x61,9634.0
botanic-werewolf,set11,10,184,193,216,193,3.53,False,x61,9634.0
botanic-werewolf,set11,11,167,100,31,31,30.116,False,x61,9634.0
botanic-werewolf,set11,12,5,16,16,5,4.495,False,x61,9634.0
botanic-werewolf,set11,13,65,13,191,13,4.538,False,x61,9634.0
botanic-werewolf,set11,14,25,181,215,215,10.197,False,x61,9634.0
botanic-werewolf,set11,15,177,196,63,196,3.864,False,x61,9634.0
botanic-werewolf,set11,16,140,100,86,100,8.981,False,x61,9634.0
botanic-werewolf,set11,17,40,246,207,207,7.1,False,x61,9634.0
botanic-werewolf,set11,18,217,99,47,99,4.297,False,x61,9634.0
botanic-werewolf,set11,19,40,50,5,5,18.353,False,x61,9634.0
botanic-werewolf,set11,20,0,131,125,125,4.828,False,x61,9634.0
charmed-prawn,set1,0,199,43,7,199,5.247,False,x63,8900.0
charmed-prawn,set1,1,147,21,55,147,6.096,False,x63,8900.0
charmed-prawn,set1,2,184,115,181,184,3.849,False,x63,8900.0
charmed-prawn,set1,3,98,148,228,148,3.95,False,x63,8900.0
charmed-prawn,set1,4,57,2,249,2,4.07,False,x63,8900.0
